HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8401","0","Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof:","","","","","",""
"8401.10.00.00","1","Nuclear reactors","[""t""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8401.20.00.00","1","Machinery and apparatus for isotopic separation, and parts thereof","[""t""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8401.30.00.00","1","Fuel elements (cartridges), non-irradiated, and parts thereof","[""kg""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8401.40.00.00","1","Parts of nuclear reactors","[""t""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8402","0","Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof:","","","","","",""
"","1","Steam or other vapor generating boilers:","","","","","",""
"8402.11.00.00","2","Watertube boilers with a steam production exceeding 45 t per hour","[""t""]","5.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8402.12.00.00","2","Watertube boilers with a steam production not exceeding 45 t per hour","[""t""]","4.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8402.19.00.00","2","Other vapor generating boilers, including hybrid boilers","[""t""]","5.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8402.20.00.00","1","Super-heated water boilers","[""t""]","3.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8402.90.00","1","Parts","","4.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8402.90.00.10","2","Heat exchangers","[""t""]","","","","",""
"8402.90.00.90","2","Other","[""kg""]","","","","",""
"8403","0","Central heating boilers (other than those of heading 8402) and parts thereof:","","","","","",""
"8403.10.00.00","1","Boilers","[""No.""]","Free","","45%","",""
"8403.90.00.00","1","Parts","[""kg""]","Free","","45%","",""
"8404","0","Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof:","","","","","",""
"8404.10.00","1","Auxiliary plant for use with boilers of heading 8402 or 8403","","3.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8404.10.00.10","2","Economizers","[""t""]","","","","",""
"8404.10.00.50","2","Other","[""t""]","","","","",""
"8404.20.00.00","1","Condensers for steam or other vapor power units","[""t""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8404.90.00.00","1","Parts","[""kg""]","3.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8405","0","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof:","","","","","",""
"8405.10.00.00","1","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers","[""No.""]","Free","","45%","",""
"8405.90.00.00","1","Parts","[""kg""]","Free","","45%","",""
"8406","0","Steam turbines and other vapor turbines, and parts thereof:","","","","","",""
"8406.10","1","Turbines for marine propulsion:","","","","","",""
"8406.10.10.00","2","Steam turbines","[""No.""]","6.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"8406.10.90.00","2","Other","[""No.""]","Free","","27.5%","",""
"","1","Other turbines:","","","","","",""
"8406.81","2","Of an output exceeding 40 MW:","","","","","",""
"8406.81.10","3","Steam turbines","","6.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.35% (JP)","20%","",""
"8406.81.10.20","4","Stationary steam turbines, condensing type","[""No.""]","","","","",""
"8406.81.10.70","4","Other","[""No.""]","","","","",""
"8406.81.90.00","3","Other","[""No.""]","Free","","27.5%","",""
"8406.82","2","Of an output not exceeding 40 MW:","","","","","",""
"8406.82.10","3","Steam turbines","","6.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","4","Stationary steam turbines, condensing type:","","","","","",""
"8406.82.10.10","5","Not exceeding <il>7,460 kW</il>","[""No.""]","","","","",""
"8406.82.10.20","5","Exceeding <il>7,460 kW</il>","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8406.82.10.50","5","Not exceeding <il>7,460 kW</il>","[""No.""]","","","","",""
"8406.82.10.70","5","Exceeding <il>7,460 kW</il>","[""No.""]","","","","",""
"8406.82.90.00","3","Other","[""No.""]","Free","","27.5%","",""
"8406.90","1","Parts:","","","","","",""
"","2","Of steam turbines:","","","","","",""
"8406.90.20.00","3","Rotors, finished for final assembly","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"8406.90.30.00","3","Rotors, not further advanced than cleaned or machined for removal of fins, gates, sprues, and risers, or to permit location in finishing machinery","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"8406.90.40.00","3","Blades, rotating or stationary","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"8406.90.45","3","Other","","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"8406.90.45.40","4","Rotors or spindles and rotor or spindle assemblies","[""No.""]","","","","",""
"8406.90.45.80","4","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"8406.90.50.00","3","Rotors, finished for final assembly","[""No.""]","Free","","27.5%","",""
"8406.90.60.00","3","Rotors, not further advanced than cleaned or machined for removal of fins, gates, sprues, and risers, or to permit location in finishing machinery","[""No.""]","Free","","27.5%","",""
"8406.90.70.00","3","Blades, rotating or stationary","[""No.""]","Free","","27.5%","",""
"8406.90.75.00","3","Other","[""kg""]","Free","","27.5%","",""
"8407","0","Spark-ignition reciprocating or rotary internal combustion piston engines:","","","","","",""
"8407.10.00","1","Aircraft engines","","Free","","35%","",""
"","2","For use in civil aircraft:","","","","","",""
"","3","New:","","","","","",""
"8407.10.00.20","4","Less than <il>373 kW</il>","[""No.""]","","","","",""
"8407.10.00.40","4","<il>373 kW</il> or over","[""No.""]","","","","",""
"8407.10.00.60","3","Used or rebuilt","[""No.""]","","","","",""
"8407.10.00.90","2","Other","[""No.""]","","","","",""
"","1","Marine propulsion engines:","","","","","",""
"8407.21.00","2","Outboard motors","","Free","","35%","",""
"8407.21.00.40","3","Less than <il>22.38 kW</il>","[""No.""]","","","","",""
"8407.21.00.80","3","Other","[""No.""]","","","","",""
"8407.29.00","2","Other","","Free","","35%","",""
"8407.29.00.10","3","Inboard engines with outboard drive","[""No.""]","","","","",""
"","3","Inboard engines with inboard drive:","","","","","",""
"8407.29.00.20","4","Less than <il>746 W</il>","[""No.""]","","","","",""
"8407.29.00.30","4","<il>746 W</il> or greater, but not exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
