HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2401","0","Unmanufactured tobacco (whether or not threshed or similarly processed); tobacco refuse:","","","","","",""
"2401.10","1","Tobacco, not stemmed/stripped:","","","","","",""
"","2","Containing over 35 percent wrapper tobacco:","","","","","",""
"2401.10.21","3","Wrapper tobacco","","Free","","$5.02/kg","",""
"2401.10.21.20","4","Connecticut shade","[""kg""]","","","","",""
"2401.10.21.40","4","Other","[""kg""]","","","","",""
"2401.10.29","3","Other","","Free","","$5.02/kg","",""
"2401.10.29.20","4","Connecticut shade","[""kg""]","","","","",""
"2401.10.29.40","4","Other","[""kg""]","","","","",""
"","2","Not containing wrapper tobacco, or not containing over 35 percent wrapper tobacco:","","","","","",""
"","3","Oriental or Turkish type:","","","","","",""
"2401.10.44.00","4","Cigarette leaf","[""kg""]","Free","","77.2¢/kg","",""
"2401.10.48.00","4","Other","[""kg""]","Free","","85¢/kg","",""
"2401.10.53","3","Cigar binder and filler","","Free","","85¢/kg","",""
"2401.10.53.40","4","Binder","[""kg""]","","","","",""
"2401.10.53.50","4","Filler","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Flue-cured, burley and other light air-cured leaf:","","","","","",""
"2401.10.61","5","To be used in products other than cigarettes","","23.9¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,KR,MA,OM,P,PA,PE,S,SG)","77.2¢/kg","",""
"2401.10.61.30","6","Flue-cured","[""kg""]","","","","",""
"2401.10.61.60","6","Burley","[""kg""]","","","","",""
"2401.10.61.80","6","Maryland","[""kg""]","","","","",""
"2401.10.61.90","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"2401.10.63","6","Described in additional U.S. note 5 to this chapter and entered pursuant to its provisions","","23.9¢/kg","Free (A+,BH,CL,CO,D,E,KR,MA,OM,P,PA,PE,S,SG)","77.2¢/kg","",""
"2401.10.63.30","7","Flue-cured","[""kg""]","","","","",""
"2401.10.63.60","7","Burley","[""kg""]","","","","",""
"2401.10.63.80","7","Maryland","[""kg""]","","","","",""
"2401.10.63.90","7","Other","[""kg""]","","","","",""
"2401.10.65","6","Other","","350%","Free (AU,BH,CL,IL,KR,MA,OM,P,PE,S,SG) 35% (PA) See 9918.24.10-9918.24.11 (CO)","350%","",""
"2401.10.65.30","7","Flue-cured","[""kg""]","","","","",""
"2401.10.65.60","7","Burley","[""kg""]","","","","",""
"2401.10.65.80","7","Maryland","[""kg""]","","","","",""
"2401.10.65.90","7","Other","[""kg""]","","","","",""
"2401.10.95","4","Other","","32.7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,KR,MA,OM,P,PA,PE,S,SG)","85¢/kg","",""
"2401.10.95.10","5","Fire-cured Kentucky and Tennessee","[""kg""]","","","","",""
"2401.10.95.15","5","Dark-air cured Kentucky and Tennessee","[""kg""]","","","","",""
"2401.10.95.20","5","Virginia fire-cured","[""kg""]","","","","",""
"2401.10.95.25","5","Virginia sun-cured","[""kg""]","","","","",""
"2401.10.95.30","5","Blackfat","[""kg""]","","","","",""
"2401.10.95.60","5","Other","[""kg""]","","","","",""
