HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6601","0","Umbrellas and sun umbrellas (including walking-stick umbrellas, garden umbrellas and similar umbrellas):","","","","","",""
"6601.10.00.00","1","Garden or similar umbrellas","[""doz.""]","6.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","1","Other:","","","","","",""
"6601.91.00.00","2","Having a telescopic shaft","[""doz.""]","Free","","40%","",""
"6601.99.00.00","2","Other","[""doz.""]","8.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"6602.00.00.00","0","Walking-sticks, seat-sticks, whips, riding-crops and the like","[""No.""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"6603","0","Parts, trimmings and accessories of articles of heading 6601 or 6602:","","","","","",""
"6603.20","1","Umbrella frames, including frames mounted on shafts (sticks):","","","","","",""
"6603.20.30.00","2","For hand-held umbrellas chiefly used for protection against rain","[""No.""]","Free","","60%","",""
"6603.20.90.00","2","Other","[""No.""]","12%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"6603.90","1","Other:","","","","","",""
"6603.90.41.00","2","Umbrella handles, knobs, tips and caps","[""kg""]","Free","","45%","",""
"6603.90.81.00","2","Other","[""kg""]","5.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
