HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"0701","0","Potatoes, fresh or chilled:","","","","","",""
"0701.10.00","1","Seed","","0.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.7¢/kg","",""
"0701.10.00.20","2","In immediate containers of not over 45 kg net weight","[""kg""]","","","","",""
"0701.10.00.40","2","Other","[""kg""]","","","","",""
"0701.90","1","Other:","","","","","",""
"0701.90.10","2","Yellow (Solano) potatoes","[""""]","0.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","1.7¢/kg","",""
"0701.90.10.10","3","Certified organic","[""kg""]","","","","",""
"0701.90.10.60","3","Other","[""kg""]","","","","",""
"0701.90.50","2","Other","","0.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","1.7¢/kg","",""
"","3","In immediate containers of not over 1200 kg net weight:","","","","","",""
"0701.90.50.05","4","Certified organic","[""kg""]","","","","",""
"0701.90.50.17","4","Russet or netted gem varieties","[""kg""]","","","","",""
"0701.90.50.21","4","Red skin varieties","[""kg""]","","","","",""
"0701.90.50.37","4","White varieties","[""kg""]","","","","",""
"0701.90.50.41","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0701.90.50.43","4","Certified organic","[""kg""]","","","","",""
"0701.90.50.46","4","Russet or netted gem varieties","[""kg""]","","","","",""
"0701.90.50.56","4","Red skin varieties","[""kg""]","","","","",""
"0701.90.50.66","4","White varieties","[""kg""]","","","","",""
"0701.90.50.76","4","Other","[""kg""]","","","","",""
"0702.00","0","Tomatoes, fresh or chilled:","","","","","",""
"0702.00.20","1","If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year","","3.9¢/kg","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"","2","Greenhouse:","","","","","",""
"","3","Certified organic:","","","","","",""
"0702.00.20.02","4","Grape","[""kg""]","","","","",""
"0702.00.20.04","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.20.06","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.20.08","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0702.00.20.19","4","Cherry","[""kg""]","","","","",""
"0702.00.20.26","4","Grape","[""kg""]","","","","",""
"0702.00.20.32","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.20.36","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.20.42","4","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Certified organic:","","","","","",""
"0702.00.20.43","4","Grape","[""kg""]","","","","",""
"0702.00.20.44","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.20.48","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.20.50","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0702.00.20.52","4","Cherry","[""kg""]","","","","",""
"0702.00.20.62","4","Grape","[""kg""]","","","","",""
"0702.00.20.66","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.20.81","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.20.92","4","Other","[""kg""]","","","","",""
"0702.00.40","1","If entered during the period from July 15 to August 31, inclusive, in any year","","2.8¢/kg","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"","2","Greenhouse:","","","","","",""
"","3","Certified organic:","","","","","",""
"0702.00.40.02","4","Grape","[""kg""]","","","","",""
"0702.00.40.04","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.40.06","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.40.08","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0702.00.40.19","4","Cherry","[""kg""]","","","","",""
"0702.00.40.21","4","Grape","[""kg""]","","","","",""
"0702.00.40.23","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.40.27","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.40.32","4","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"0702.00.40.37","3","Certified organic","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0702.00.40.41","4","Cherry","[""kg""]","","","","",""
"0702.00.40.47","4","Grape","[""kg""]","","","","",""
"0702.00.40.66","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.40.81","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.40.92","4","Other","[""kg""]","","","","",""
"0702.00.60","1","If entered during the period from November 15, in any year, to the last day of the following February, inclusive","","2.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"","2","Greenhouse:","","","","","",""
"","3","Certified organic:","","","","","",""
"0702.00.60.02","4","Grape","[""kg""]","","","","",""
"0702.00.60.04","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.60.06","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.60.08","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0702.00.60.19","4","Cherry","[""kg""]","","","","",""
"0702.00.60.21","4","Grape","[""kg""]","","","","",""
"0702.00.60.23","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.60.27","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.60.32","4","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Certified organic:","","","","","",""
"0702.00.60.33","4","Grape","[""kg""]","","","","",""
"0702.00.60.34","4","Roma (plum type)","[""kg""]","","","","",""
"0702.00.60.37","4","Round, of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0702.00.60.38","4","Other","[""kg""]","","","","",""
