HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6401","0","Waterproof footwear with outer soles and uppers of rubber or plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes:","","","","","",""
"6401.10.00.00","1","Footwear incorporating a protective metal toe-cap","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"","1","Other footwear:","","","","","",""
"6401.92","2","Covering the ankle but not covering the knee:","","","","","",""
"6401.92.30.00","3","Ski-boots and snowboard boots","[""prs.""]","Free","","35%","",""
"","3","Other:","","","","","",""
"6401.92.60.00","4","Having soles and uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is poly(vinyl chloride), whether or not supported or lined with poly(vinyl chloride) but not otherwise supported or lined","[""prs.""]","4.6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","25%","",""
"6401.92.90","4","Other","","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"6401.92.90.30","5","Work footwear","[""prs.""]","","","","",""
"6401.92.90.60","5","Other","[""prs.""]","","","","",""
"6401.99","2","Other:","","","","","",""
"6401.99.10.00","3","Covering the knee","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"","3","Other:","","","","","",""
"","4","Designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather:","","","","","",""
"6401.99.30.00","5","Designed for use without closures","[""prs.""]","25%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","50%","",""
"6401.99.60.00","5","Other","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"","4","Other:","","","","","",""
"6401.99.80.00","5","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper)","[""prs.""]","Free","","35%","",""
"6401.99.90.00","5","Other","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"6402","0","Other footwear with outer soles and uppers of rubber or plastics:","","","","","",""
"","1","Sports footwear:","","","","","",""
"6402.12.00.00","2","Ski-boots, cross-country ski footwear and snowboard boots","[""prs.""]","Free","","35%","",""
"6402.19","2","Other:","","","","","",""
"","3","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper and except footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather):","","","","","",""
"6402.19.05","4","Golf shoes","","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.19.05.30","5","For men","[""prs.""]","","","","",""
"6402.19.05.60","5","For women","[""prs.""]","","","","",""
"6402.19.05.90","5","Other","[""prs.""]","","","","",""
"6402.19.15","4","Other","","5.1%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.19.15.20","5","For men","[""prs.""]","","","","",""
"6402.19.15.41","5","For women","[""prs.""]","","","","",""
"6402.19.15.61","5","Other","[""prs.""]","","","","",""
"","3","Other:","","","","","",""
"6402.19.30","4","Valued not over $3/pair","","Free","","84%","",""
"6402.19.30.31","5","For men","[""prs.""]","","","","",""
"6402.19.30.61","5","Other","[""prs.""]","","","","",""
"6402.19.50","4","Valued over $3 but not over $6.50/pair","","76¢/pr. + 32%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.58/pr. + 66%","",""
"6402.19.50.31","5","For men","[""prs.""]","","","","",""
"6402.19.50.61","5","Other","[""prs.""]","","","","",""
"6402.19.70","4","Valued over $6.50 but not over $12/pair","","76¢/pr. + 17%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.58/pr. + 35%","",""
"6402.19.70.31","5","For men","[""prs.""]","","","","",""
"6402.19.70.61","5","Other","[""prs.""]","","","","",""
"6402.19.90","4","Valued over $12/pair","","9%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.19.90.31","5","For men","[""prs.""]","","","","",""
"6402.19.90.61","5","Other","[""prs.""]","","","","",""
"6402.20.00.00","1","Footwear with upper straps or thongs assembled to the sole by means of plugs (zoris)","[""prs.""]","Free","","35%","",""
"","1","Other footwear:","","","","","",""
"6402.91","2","Covering the ankle:","","","","","",""
"","3","Incorporating a protective metal toe-cap:","","","","","",""
"6402.91.05.00","4","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper and except footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather)","[""prs.""]","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"","4","Other:","","","","","",""
"6402.91.10.00","5","Footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"","5","Other:","","","","","",""
"6402.91.16.00","6","Valued not over $3/pair","[""prs.""]","24%","Free (AU,BH, CL,CO,D,IL,JO, KR,MA,OM, P,PA,PE,R,S,SG)","84%","",""
